"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-71","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-72","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-74","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-68","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-50","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-70","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-71","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-66","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
"hp1","0101","b4:43:26:5c:d4:c4","-73","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-67","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-37","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-47","2442"
